word,form,qwerd,keyer,chord,usage
Actualizes,a-k-t-l-i-s-s,Aktliss,,qaiklst,0
Accountants,a-k-tn-s,Aktns,,qaknst,0
Accountings,a-k-t-\-s2,Aktz,,qaktz,0
Accustom,a-k-u-s,Akuso,o,qakosu,0
Acute,a-k-e-u-t,Akut,,qaktu,0
Acutely,a-k-e-u-t-e,Akute,,qaektu,0
Accumulations,a-k-/-u-sh-s,Akuzs,,qaksuz,0
Activation,a-k-v-a-sh,Akvz,,qakvz,0
Activations,a-k-v-a-sh-s,Akvzs,,qaksvz,0
AlphaZero,a-l-f-sh,Alfz,,qaflz,0
Algorithm,a-l-g-r-e-th-m,Algrehm,,qaeghlmr,0
Algorithmic,a-l-g-r-e-th-m-k,Algrehmk,,qaeghklmr,0
Algorithmically,a-l-g-r-e-th-m-k-e,Algrehmke,,qaeghklmr,0
Algorithms,a-l-g-r-e-th-m-s,Algrehms,,qaeghlmrs,0
Allotted,a-l-o-t-d,Alotd,,qadlot,0
Allotting,a-l-o-t-\-h,Alotg,,qaglot,0
Allotment,a-l-o-t-m,Alotm,,qalmot,0
Allotments,a-l-o-t-m-s,Alotms,,qalmost,0
Allot,a-l-o-t,Aloto,o,qalot,0
Allots,a-l-o-t-s,Alots,,qalost,0
Ambiguously,a-m-b-g-e,Ambge,,qabegm,0
Amiability,a-m-\-b,Amboo,o,qabmo,0
Admissible,a-m-e-s-b,Amesb,,qabems,0
Admissibility,a-m-e-s-\-b,Amesbo,,qabemos,0
Admittance,a-m-e-tn-s,Ametns,,qaemnst,0
Ameri,a-m-i,Amio,o,qaimo,0
Amusingly,a-m-u-s-\-h-e,Amushe,,qaehmsu,0
Amusement,a-m-u-s-m,Amusm,,qamsu,0
Amusements,a-m-u-s-m-s,Amusms,,qamsu,0
Admixtures,a-m-e-s-t-r-s,Amxtrs,,qamrstx,0
Anatomy,a-n-a-tm-e,Anatme,,qaemnt,0
Anatomical,a-n-a-tm-/-k,Anatmk,,qakmnt,0
Annihilate,a-n-i-l-a,Anila,,qailn,0
Annihilated,a-n-i-l-a-d,Anilad,,qadiln,0
Annihilating,a-n-i-l-a-\-h,Anilag,,qagiln,0
Annihilates,a-n-i-l-a-s,Anilas,,qailns,0
Annihilations,a-n-i-l-a-sh-s,Anilzs,,qailnsz,0
Angelic,a-n-j-l-k,Anjlk,,qajkln,0
Analyst,a-n-l-e-s,Anleso,o,qaelnos,0
Analysts,a-n-l-e-s-s,Anless,,qaelns,0
Answerably,a-n-s-b-e,Ansbe,,qabens,0
Annoint,a-n-o-e-nt,Anynt,,qanty,0
Annointed,a-n-o-e-nt-d,Anyntd,,qadnty,0
Annointing,a-n-o-e-nt-\-h,Anyntg,,qagnty,0
Annointment,a-n-o-e-nt-m,Anyntm,,qamnty,0
Annointments,a-n-o-e-nt-m-s,Anyntms,,qamnsty,0
Annoints,a-n-o-e-nt-s,Anynts,,qansty,0
Application blank,a-pl-~-b,Aplb,,qablp,0
Application blanks,a-pl-~-b-s,Aplbs,,qablps,0
Applicably,a-pl-e-k-b-e,Aplekbe,,qabeklp,0
Applicability,a-pl-e-k-\-b,Aplekbo,,qabeklop,0
Applicants,a-pl-e-k-nt-s,Apleknts,,qaeklnpst,0
Apostle,a-p-o-s2-t-l,Apostl,,qalopst,0
Apostolically,a-p-o-s2-t-l-k-e,Apostlke,,qaeklopst,0
Apostles,a-p-o-s2-t-l-s,Apostls,,qalopst,0
Appropriateness,a-pr-a-n-e-s,Apranes,,qaenprs,0
Appprobation,a-pr-b-a-z,Aprbaz,,qabprz,0
Appreciatively,a-pr-e-sh-/-v-e,Aprezve,,qaeprvz,0
Approvingly,a-pr-v-\-h-e,Aprvhe,,qaehprv,0
Appropriations,a-pr-a-sh-s,Aprzs,,qaprsz,0
Assistant passenger traffic manager,a-p-t-~-m,Aptmo,o,qamopt,0
Acquisitively,a-k-e-s2-df-e,Aqestve,,qaeqstv,0
Acquisitions,a-k-e-s-sh-s,Aqeszs,,qaeqsz,0
Archangel,a-r-k-a-n-j-l,Arkanjl,,qajklnr,0
Archangels,a-r-k-a-n-j-l-s,Arkanjls,,qajklnrs,0
Ascendance,a-s2-e-n-tn-s,Asendns,,qadens,0
Ascensions,a-s2-e-n-sh-s,Asenzs,,qaensz,0
Asynchronous,a-s-e-nk-r-o-n-u-s,Aseqronus,,qaenoqrsu,0
Asynchronously,a-s-e-nk-r-o-n-u-s-e,Aseqronuse,,qaenoqrsu,0
Assertive,a-s2-e-df,Asetv,,qaestv,0
Assertively,a-s2-e-df-e,Asetve,,qaestv,0
Associations,a-s2-o-sh-s,Asozs,,qaosz,0
Associatedly,a-s2-o-sh-t-d-e,Asoztde,,qadeostz,0
Astounded,a-s2-t-nt-d,Astndd,,qadnst,0
Astounding,a-s2-t-nt-\-h,Astndg,,qadgnst,0
Astounds,a-s2-t-nt-s,Astnds,,qadnst,0
Attackably,a-t-a-k-b-e,Atakbe,,qabekt,0
Attache,a-t-a-sh-a,Ataza,,qatz,0
Attaches,a-t-a-sh-a-s,Atazas,,qastz,0
Articulate,a2-t-e-k-\-u,Ateku,,qaektu,0
Articulated,a2-t-e-k-\-u-d,Atekud,,qadektu,0
Articulately,a2-t-e-k-\-u-e,Atekue,,qaektu,0
Articulating,a2-t-e-k-\-u-\-h,Atekug,,qaegktu,0
Articulates,a2-t-e-k-\-u-s,Atekus,,qaekstu,0
Articulation,a2-t-e-k-\-u-sh,Atekuz,,qaektuz,0
Articulations,a2-t-e-k-\-u-sh-s,Atekuzs,,qaekstuz,0
Artifact,a2-t-f-a-k,Atfak,,qafkt,0
Artifacts,a2-t-f-a-k-s,Atfaks,,qafkst,0
Artificially,a2-t-f-e-sh-e,Atfeze,,qaeftz,0
Atomic,a-tm-e-k,Atmek,,qaekmt,0
Atomics,a-tm-e-k-s,Atmeks,,qaekmst,0
Atomize,a-tm-i-s,Atmis,,qaimst,0
Atomized,a-tm-i-s-d,Atmisd,,qadimst,0
Atomizing,a-tm-i-s-\-h,Atmisg,,qagimst,0
Atomizes,a-tm-i-s-s,Atmiss,,qaimst,0
Attendant,a-tn-d-nt,Atndnd,,qadnt,0
Attendants,a-tn-d-nt-s,Atndnds,,qadnst,0
Attractiveness,a-t-r-k-v-n-s,Atrkvns,,qaknrstv,0
Attractions,a-t-r-k-sh-s,Atrkzs,,qakrstz,0
Availables,a-v-a-l-b-s,Avalbso,o,qablosv,0
Aversion,a-v-e-r-s-sh,Aversz,,qaersvz,0
Aversions,a-v-e-r-s-sh-s,Averszs,,qaersvz,0
Average,a-v-r,Avr,,qarv,0
Averaged,a-v-r-d,Avrd,,qadrv,0
Averaging,a-v-r-\-h,Avrg,,qagrv,0
Average,a-v-r-j,Avrj,,qajrv,0
Average,a-v-r,Avro,o,qaorv,0
Averages,a-v-r-s,Avrs,,qarsv,0
Advertised,a-v-t-d,Avtd,,qadtv,0
Advertising,a-v-t-\-h,Avtg,,qagtv,0
Advertisements,a-v-t-m-s,Avtms,,qamstv,0
Advertises,a-v-t-s,Avts,,qastv,0
Babylonians,b-a-b-n-e-a-n-s,Babnens,,qabens,0
Baggage,b-a-g-j,Bagj,,qabgj,0
Bathroom,b-a-th-r-m,Bahrm,,qabhmr,0
Bathroomed,b-a-th-r-m-d,Bahrmd,,qabdhmr,0
Bathrooming,b-a-th-r-m-\-h,Bahrmg,,qabghmr,0
Bathrooms,b-a-th-r-m-s,Bahrms,,qabhmrs,0
Backended,b-a-k-nt-t,Bakndd,,qabdkn,0
Backed up,b-a-k-p-d,Bakpd,,qabdkp,0
Backing up,b-a-k-p-\-h,Bakph,,qabhkp,0
Backstop,b-a-k-s-t-p,Bakstp,,qabkpst,0
Backstopped,b-a-k-s-t-p-d,Bakstpd,,qabdkpst,0
Backstopping,b-a-k-s-t-p-\-h,Bakstpg,,qabgkpst,0
Backstops,b-a-k-s-t-p-s,Bakstps,,qabkpst,0
Beatitude,b-a-t-e-t,Batet,,qabet,0
Beatitudes,b-a-t-e-t-s,Batets,,qabest,0
Bedpanner,b-d-p-r,Bdpr,,qbdpr,0
Bedpanners,b-d-p-r-s,Bdprs,,qbdprs,0
Board of directors,b-~-d-r-s,Bdrs,,qbdrs,0
Believably,b-e-b-e,Bebe,,qbe,0
Billionth,b-e-l-n-th,Belnh,,qbehln,0
Billionths,b-e-l-n-th-s,Belnhs,,qbehlns,0
Beatitudes,b-ea-t-e-t-s,Betets,,qbest,0
Beatify,b-ea-df,Betf,,qbeft,0
Beatified,b-ea-df-d,Betfd,,qbdeft,0
Beatifying,b-ea-df-\-h,Betfg,,qbefgt,0
Beatification,b-ea-t-\-f,Betfo,o,qbefot,0
Beatifies,b-ea-df-s,Betfs,,qbefst,0
Beatifyion,b-ea-df-sh,Betfz,,qbeftz,0
Beating,b-e-t-\-h,Betg,,qbegt,0
Beatings,b-e-t-\-h-s,Betz,,qbetz,0
Beforehand,b-f-n-t,Bfnt,,qbfnt,0
Befriended,b-fr-d,Bfrd,,qbdfr,0
Began,b-g-a-n,Bgan,,qabgn,0
Beginnings,b-g-e-n-\-s2,Bgenz,,qbegnz,0
Begging,b-g-\-h,Bgg,,qbg,0
Begs,b-g-s,Bgs,,qbgs,0
Behaviorally,b-^-h-\-a-v-r-l-e,Bhavrle,,qabehlrv,0
Bindings,b-i-nt-\-s2,Bindz,,qbdinz,0
Bicycle,b-i-s-i-k-l,Bisikl,,qbikls,0
Bicycled,b-i-s-i-k-l-d,Bisikld,,qbdikls,0
Bicycling,b-i-s-i-k-l-\-h,Bisiklg,,qbgikls,0
Bicycles,b-i-s-i-k-l-s,Bisikls,,qbikls,0
Blamelessly,bl-a-m-l-e,Blamle,,qabelm,0
Blamer,bl-a-m-r,Blamr,,qablmr,0
Blamers,bl-a-m-r-s,Blamrs,,qablmrs,0
Blink,bl-e-nk,Bleq,,qbelq,0
Blinked,bl-e-nk-d,Bleqd,,qbdelq,0
Blinking,bl-e-nk-\-h,Bleqg,,qbeglq,0
Blinks,bl-e-nk-s,Bleqs,,qbelqs,0
Blind,bl-i,Bli,,qbil,0
Blinded,bl-i-d,Blid,,qbdil,0
Blindly,bl-i-e,Blie,,qbeil,0
Blinding,bl-i-\-h,Blig,,qbgil,0
Blinded,bl-i-nt-d,Blindd,,qbdiln,0
Blinding,bl-i-nt-\-h,Blindg,,qbdgiln,0
Blinds,bl-i-nt-s,Blinds,,qbdilns,0
Blinds,bl-i-s,Blis,,qbils,0
Blockade,bl-o-k-a-d,Blokad,,qabdklo,0
Blockaded,bl-o-k-a-d-d,Blokadd,,qabdklo,0
Blockading,bl-o-k-a-d-\-h,Blokadg,,qabdgklo,0
Blockades,bl-o-k-a-d-s,Blokads,,qabdklos,0
Blockage,bl-o-k-j,Blokj,,qbjklo,0
Blockages,bl-o-k-j-s,Blokjs,,qbjklos,0
Bounder,b-n-r,Bnr,,qbnr,0
Bouncer,b-n-s-r,Bnsr,,qbnrs,0
Bouncers,b-n-s-r-s,Bnsrs,,qbnrs,0
Bodyguard,b-o-g-a2-d,Bogad,,qabdgo,0
Bodyguards,b-o-g-a2-d-s,Bogads,,qabdgos,0
Boringly,b-o-r-\-h-e,Borhe,,qbehor,0
Biographer,b-/-o-r,Bori,i,qbior,0
Borrowed,b-o-r-o-d,Borod,,qbdor,0
Borrowing,b-o-r-o-\-h,Borog,,qbgor,0
Borrower,b-o-r-o-r,Boror,,qbor,0
Borrowers,b-o-r-o-r-s,Borors,,qbors,0
Borrows,b-o-r-o-s,Boros,,qbors,0
Biographers,b-/-o-r-s,Bors,,qbors,0
Boxably,b-o-x-b-e,Boxbe,,qbeox,0
Boxer,b-o-x-r,Boxr,,qborx,0
Boxers,b-o-x-r-s,Boxrs,,qborsx,0
Brightness,br-i-n-e-s,Brines,,qbeinrs,0
Brightest,br-i-t-e-s,Brites,,qbeirst,0
Brothel,b-r-o-th-l,Brohl,,qbhlor,0
Brothels,b-r-o-th-l-s,Brohls,,qbhlors,0
Brow,br-a-u,Brw,,qbrw,0
Brows,br-a-u-s-o,Brwso,,qborsw,0
Bespeaks,b-s-p-s,Bsps,,qbps,0
Bisexually,b-s-e-s-l-e,Bsxle,,qbelsx,0
Bisexuals,b-s-e-s-l-s,Bsxls,,qblsx,0
Betray,b-t-r-a,Btra,,qabrt,0
Betrayed,b-t-r-a-d,Btrad,,qabdrt,0
Betraying,b-t-r-a-\-h,Btrag,,qabgrt,0
Betrayal,b-t-r-a-l,Btral,,qablrt,0
Betrayals,b-t-r-a-l-s,Btrals,,qablrst,0
Betraies,b-t-r-a-s,Btras,,qabrst,0
Bureaucrats,b-u-/-a-t-s,Buats,,qabstu,0
Bureaucracy,b-u-/-s-e,Buse,,qbesu,0
Bureaucracies,b-u-/-s-e-s,Buses,,qbesu,0
Buttonhole,b-u-tn-o-l-^-~-h,Butnol,,qblnotu,0
Buttonholed,b-u-tn-o-l-d-^-~-h,Butnold,,qbdlnotu,0
Buttonholing,b-u-tn-o-l-\-h-^-~-h,Butnolh,,qbhlnotu,0
Buttonholes,b-u-tn-o-l-s-^-~-h,Butnols,,qblnostu,0
Bowel,b-a-u-l,Bwl,,qblw,0
Bowels,b-a-u-l-s,Bwls,,qblsw,0
Boilerplate,b-o-e-l-r-p,Bylrp,,qblpry,0
Boilerplates,b-o-e-l-r-p-s,Bylrps,,qblprsy,0
Retribution,b-sh,Bzu,u,qbuz,0
Challenger,c-a-l-e-n-j-e2,Calenje,,qacejln,0
Challengers,c-a-l-e-n-j-e2-s,Calenjes,,qacejlns,0
Chaser,ch-a-s-r,Casr,,qacrs,0
Chated,ch-a-t-d,Catd,,qacdt,0
Chatty,ch-a-t-e,Cate,,qacet,0
Chating,ch-a-t-\-h,Catg,,qacgt,0
Chatter,ch-a-t-r,Catr,,qacrt,0
Chattery,ch-a-t-r-e,Catre,,qacert,0
Chatterer,ch-a-t-r-r,Catrr,,qacrt,0
Chatterers,ch-a-t-r-r-s,Catrrs,,qacrst,0
Chatters,ch-a-t-r-s,Catrs,,qacrst,0
Chats,ch-a-t-s,Catso,o,qacost,0
Changeablely,ch-b-e,Cbe,,qbce,0
Checkbox,ch-b-o-k-s,Cboks,,qbckos,0
Checkboxed,ch-b-o-k-s-d,Cboksd,,qbcdkos,0
Checkboxing,ch-b-o-k-s-\-h,Cboksg,,qbcgkos,0
Checkboxes,ch-b-o-k-s-s,Cbokss,,qbckos,0
Checker,ch-e-k-r,Cekr,,qcekr,0
Checkers,ch-e-k-r-s,Cekrs,,qcekrs,0
Checkout,ch-e-k-au,Cekw,,qcekw,0
Checkouts,ch-e-k-au-s,Cekws,,qceksw,0
Cheater,c-e-t-r,Cetr,,qcert,0
Cheaters,c-e-t-r-s,Cetrs,,qcerst,0
-Hood,<-d,D<,,q<d,0
De-,d->,D>,,q>d,0
Doubleday,d-b-d-a,Dbda,,qabd,0
Dedications,td-e-k-a-sh-s,Ddekzs,,qdeksz,0
Deadline,td-l-a-n,Ddlin,,qdiln,0
Deadlined,td-l-a-n-d,Ddlind,,qdiln,0
Deadlining,td-l-a-n-\-h,Ddling,,qdgiln,0
Deadlines,td-l-a-n-s,Ddlins,,qdilns,0
Degraded,d-e-g-r-a-d,Degrad,,qadegr,0
Degrading,d-e-g-r-a-\-h,Degrag,,qadegr,0
Degrades,d-e-g-r-a-s,Degras,,qadegrs,0
Dealings,d-e2-/-h-s,Dehsqk,,qdehs,0
Digitally,d-e-j-t-l-e,Dejtle,,qdejlt,0
Decoct,d-e-k-k,Dekk,,qdek,0
Decocted,d-e-k-k-d,Dekkd,,qdek,0
Decocting,d-e-k-k-\-h,Dekkg,,qdegk,0
Decocts,d-e-k-k-s,Dekks,,qdeks,0
Decoctions,d-e-k-k-sh-s,Dekkzs,,qdeksz,0
Decomposition,d-e-k-p-o-sh,Dekpoz,,qdekopz,0
Deconstruct,d-e-k-s2-/-k,Deksk,,qdeks,0
Deconstructed,d-e-k-s2-/-k-d,Dekskd,,qdeks,0
Deconstructing,d-e-k-s2-/-k-\-h,Dekskg,,qdegks,0
Deconstructs,d-e-k-s2-/-k-s,Deksks,,qdeks,0
Deconstruction,d-e-k-s2-/-k-sh,Dekskz,,qdeksz,0
Deconstructions,d-e-k-s2-/-k-sh-s,Dekskzs,,qdeksz,0
Dictated,d-e-k-t-a-d,Dektad,,qadekt,0
Dictating,d-e-k-t-a-\-h,Dektag,,qadegkt,0
Dictatorially,d-e-k-t-a-/-r-ye,Dektary,,qadekrty,0
Dictates,d-e-k-t-a-s,Dektas,,qadekst,0
Dealings,d-e2-/-h-s,Delz,,qdelz,0
Declarations,d-e-/-r-a-sh-s,Derzs,,qdersz,0
Deficits,df-e-s2-e-t-s,Dfesets,,qdefst,0
Definably,df-i-n-b-e,Dfinbe,,qbdefin,0
Defecate,df-k-a-t,Dfkat,,qadfkt,0
Defecated,df-k-a-t-d,Dfkatd,,qadfkt,0
Defecating,df-k-a-t-\-h,Dfkatg,,qadfgkt,0
Defecates,df-k-a-t-s,Dfkats,,qadfkst,0
Difficulty,df-k-e,Dfke,,qdefk,0
Difficulties,df-k-e-s,Dfkes,,qdefks,0
Defecations,df-k-a-sh-s,Dfkzs,,qdfksz,0
Deflatedly,dfl-a-d-e,Dflade,,qadefl,0
Deflations,dfl-a-sh-s,Dflzs,,qdflsz,0
Defendant,df-nt-t,Dfndt,,qdfnt,0
Defendants,df-nt-t-s,Dfndts,,qdfnst,0
Deference,dfr-e-n-s,Dfrens,,qdefnrs,0
Deferentially,dfr-e-n-sh-e,Dfrenze,,qdefnrz,0
Defuse,df-u-s,Dfus,,qdfsu,0
Defused,df-u-s-d,Dfusd,,qdfsu,0
Defusing,df-u-s-\-h,Dfusg,,qdfgsu,0
Defuses,df-u-s-s,Dfuss,,qdfsu,0
Degree,d-g-r-e,Dgre,,qdegr,0
Degrees,d-g-r-e-s,Dgres,,qdegrs,0
Diagrammatic,d-i-\-g-\-a,Diga,,qadgi,0
Diagnoses,d-i-g-n-o-s-e-s,Dignoses,,qdeginos,0
Diagnostician,d-i-g-n-o-s-t-sh,Dignostz,,qdginostz,0
Diagnosticians,d-i-g-n-o-s-t-sh-s,Dignostzs,,qdginostz,0
Diacritical,d-i-k-r-/-y-a,Dikry,,qdikry,0
Dilate,d-i-l-a,Dila,,qadil,0
Dilated,d-i-l-a-d,Dilad,,qadil,0
Dilating,d-i-l-a-\-h,Dilag,,qadgil,0
Dilates,d-i-l-a-s,Dilas,,qadils,0
Dialect,d-i-l-e-k,Dilek,,qdeikl,0
Dialectic,d-i-l-e-k-k,Dilekk,,qdeikl,0
Dialectics,d-i-l-e-k-k-s,Dilekks,,qdeikls,0
Dialectical,d-i-l-e-k-l,Dilekl,,qdeikl,0
Dialectically,d-i-l-e-k-l-e,Dilekle,,qdeikl,0
Dialecticals,d-i-l-e-k-l-s,Dilekls,,qdeikls,0
Dialects,d-i-l-e-k-s,Dileks,,qdeikls,0
Dilation,d-i-l-a-sh,Dilz,,qdilz,0
Dilations,d-i-l-a-sh-s,Dilzs,,qdilsz,0
Diameters,d-i-m-e-t-e2-s,Dimetes,,qdeimst,0
Dynamic,d-i-n-a-m-e-k,Dinamek,,qadeikmn,0
Dynamically,d-i-n-a-m-e-k-e,Dinameke,,qadeikmn,0
Dynamics,d-i-n-a-m-e-k-s,Dinameks,,qadeikmns,0
Dynamic,d-i-n-m-k,Dinmk,,qdikmn,0
Dynamically,d-i-n-m-k-e,Dinmke,,qdeikmn,0
Dynamics,d-i-n-m-k-s,Dinmks,,qdikmns,0
De jure,d-~-j,Dj,,qdj,0
Degenerate,d-j-e-n-r-t,Djenrt,,qdejnrt,0
Degenerated,d-j-e-n-r-t-d,Djenrtd,,qdejnrt,0
Degenerating,d-j-e-n-r-t-\-h,Djenrtg,,qdegjnrt,0
Degenerates,d-j-e-n-r-t-s,Djenrts,,qdejnrst,0
Degeneration,d-j-e-n-r-sh,Djenrz,,qdejnrz,0
Degenerations,d-j-e-n-r-sh-s,Djenrzs,,qdejnrsz,0
Decryptably,d-/-k-b-e,Dkbe,,qbdek,0
Detractions,d-/-k-sh-s,Dkzso,o,qdkosz,0
Deliverability,d-l-\-b,Dlbo,,qbdlo,0
Deleter,d-l-e-t-r,Dletr,,qdelrt,0
Deleters,d-l-e-t-r-s,Dletrs,,qdelrst,0
Delude,d-l-u-d,Dlud,,qdlu,0
Deluded,d-l-u-d-d,Dludd,,qdlu,0
Deluding,d-l-u-d-\-h,Dludg,,qdglu,0
Deludes,d-l-u-d-s,Dluds,,qdlsu,0
Delusions,d-l-u-sh-s,Dluzs,,qdlsuz,0
Delusionally,d-l-sh-l-e,Dlzle,,qdelz,0
Dimensionally,tm-e-n-sh-l-e,Dmenzle,,qdelmnz,0
Democratically,tm-k-e,Dmke,,qdekm,0
Democrats,tm-k-s,Dmks,,qdkms,0
Dimension,tm-n-sh,Dmnz,,qdmnz,0
Dimensioned,tm-n-sh-d,Dmnzd,,qdmnz,0
Dimensioning,tm-n-sh-\-h,Dmnzg,,qdgmnz,0
Dimensional,tm-n-sh-l,Dmnzl,,qdlmnz,0
Dimensionally,tm-n-sh-l-e,Dmnzle,,qdelmnz,0
Dimensionality,tm-n-sh-\-l,Dmnzlo,o,qdlmnoz,0
Dimensions,tm-n-sh-s,Dmnzs,,qdmnsz,0
Demobilized,tm-o-bl-i-s-d,Dmoblisd,,qbdilmos,0
Demobilizing,tm-o-bl-i-s-\-h,Dmoblisg,,qbdgilmos,0
Demobilizes,tm-o-bl-i-s-s,Dmobliss,,qbdilmos,0
Demobilization,tm-o-bl-i-s-a-sh,Dmoblisz,,qbdilmosz,0
Demobilizations,tm-o-bl-i-s-a-sh-s,Dmobliszs,,qbdilmosz,0
Demonstrator,tm-o-n-s-r,Dmonsr,,qdmnors,0
Demonstrators,tm-o-n-s-r-s,Dmonsrs,,qdmnors,0
Demonstrations,tm-o-n-s-sh-s,Dmonszs,,qdmnosz,0
Denounce,dn-n-s,Dnns,,qdns,0
Denounced,dn-n-s-d,Dnnsd,,qdns,0
Denouncing,dn-n-s-\-h,Dnnsg,,qdgns,0
Denounces,dn-n-s-s,Dnnss,,qdns,0
Downpour,dn-p-o-r,Dnpor,,qdnopr,0
Downstairs,d-n-s2-t-ya,Dnsty,,qdnsty,0
Deterrent,d-/-nt,Dnti,i,qdint,0
Wouldn't,d-n-t,Dntu,u,qdntu,0
Documentary,d-o-k-m-r-e,Dokmre,,qdekmor,0
Doctrinally,d-o-k-t-/-l-e,Doktle,,qdeklot,0
Dominate,d-o-mn-a-t,Domnat,,qadmnot,0
Dominated,d-o-mn-a-t-d,Domnatd,,qadmnot,0
Dominating,d-o-mn-a-t-\-h,Domnatg,,qadgmnot,0
Dominates,d-o-mn-a-t-s,Domnats,,qadmnost,0
Dominions,d-o-mn-u-n-s,Domnuns,,qdmnosu,0
