I desire to thank you,a-d-s2-th-u,Adshu,,qadhsu,0
Adds,a-d-s,Adsi,i,qadis,2277
Aids,a-d-s,Adso,o,qados,2277
Adsorption,a-d-s2-o-p-sh,Adsopz,,qadopsz,0
Adz,a-d-s,Adsu,u,qadsu,0
Antedate,a-/-td,Adt,,qadt,0
Adieu,a-d-e-u,Adu,,qadu,0
Adult,a-d-u-l,Adul,,qadlu,0
Adulterate,a-d-u-l-r-a,Adulra,,qadlru,0
Adduce,a-d-u-s,Adus,,qadsu,0
Addition,a-d-sh,Adz,,qadz,2277
Additionally,a-d-sh-ya,Adzy,,qadyz,0
After,a-f,Af,,qaf,1893
Affair,a-f-a-r,Afar,,qafr,0
Affairs,a-f-a-r-s,Afars,,qafrs,0
Affable,a-f-b,Afb,,qabf,1893
Afford,a-f-d,Afd,,qadf,24
After-dinner,a-f-tn-r,Afdnr,,qadfnr,0
Affidavit,a-f-df,Afdv,,qadfv,0
Affirm,a-f-e-m,Afem,,qaefm,6
Afghanistan,a-f-g-a-n,Afgan,,qafgn,0
Affiance,a-f-i-n-s,Afins,,qafins,0
Affect,a-f-k,Afk,,qafk,17
Affected,a-f-k-t,Afkd,,qadfk,17
Affection,a-f-k-sh,Afkz,,qafkz,17
Affectionate,a-f-k-sh-a-t,Afkzat,,qafktz,2
Affectionately,a-f-k-sh-a-t-e,Afkzate,,qaefktz,2
Afflict,a-fl,Afl,,qafl,1
Aforementioned,a-f-mn-sh-d,Afmnzd,,qadfmnz,0
Afternoon,a-f-n-u-n,Afnun,,qafnu,297
Africa,a-fr,Afr,,qafr,1
Affright,a-fr-i,Afri,,qafir,0
Aforesaid,a-f-s22-e-d,Afsed,,qadefs,0
Ago,a-g,Ag,,qag,468
Aguascalientes,a-g-a-s2-k-l,Agaskl,,qagkls,0
Angle,a-ng-l,Agl,,qagl,0
Agglomeration,a-g-l-o-m-sh,Aglomz,,qaglmoz,0
Argument,a-g-m,Agm,,qagm,25
Argumentation,a-g-m-sh,Agmz,,qagmz,25
Again,a-g-n,Agn,,qagn,1978
Agnosticism,a-g-n-o-s2-t-ss,Agnostss,,qagnost,0
Against,a-g-n-s,Agns,,qagns,463
Agnostic,a-g-n-/-s2-t,Agnst,,qagnst,7
Angry,a-ng-r-e,Agre,,qaegr,0
Aground,a-g-r-nt,Agrnd,,qadgnr,0
Anglo-saxon,a-ng-s-a-s,Agsas,,qags,0
Argue,a-g-e-u,Aguo,o,qagou,11
Ague,a-g-e-u,Aguqk,,qagu,11
Anguish,a-ng-sh,Agz,,qagz,0
Atheism,a-th-e-s2-m,Ahesm,,qaehms,0
I think that,a-th-th-a,Ahha,,qah,0
I think it is,a-th-t-s,Ahts,,qahst,0
Age,a-j,Aj,,qaj,112
Adjacent,a-j-a-s,Ajas,,qajs,0
Adjudicate,a-j-d-e-k,Ajdek,,qadejk,0
Adjourned,a-j-e2-nt,Ajend,,qadejn,0
Adjective,a-j-k-v,Ajkv,,qajkv,0
Agile,a-j-l,Ajl,,qajl,0
Ageless,a-j-l,Ajlo,o,qajlo,0
Argentina,a-jnt,Ajnt,,qajnt,13
Agent,a-j,Ajo,o,qajo,112
Assistant general passenger agent,a-j-p-a,Ajpa,,qajp,0
Assistant general purchasing agent,a-j-pr-ch-/-a,Ajprca,,qacjpr,0
Agency,a-j-s-e,Ajse,,qaejs,0
Agitate,a-j-t-a,Ajta,,qajt,0
Adjust,a-j-u-s,Ajus,,qajsu,19
Adjustment,a-j-u-s2-m,Ajusm,,qajmsu,7
Adjust the matter,a-j-u-s2-m-a-t,Ajusmat,,qajmstu,0
Adjutant,a-j-u-tn,Ajutn,,qajntu,0
Act,a-k,Ak,,qak,955
Academy,a-k-a-tm-e,Akadme,,qadekm,0
Acted,a-k-t,Akd,,qadk,955
Accommodate,a-k-td,Akdt,,qadkt,11
Accommodation,a-k-d-sh,Akdz,,qadkz,3
I can,a-k,Aki,i,qaik,955
Acknowledgment,a-k-m,Akm,,qakm,6
Aconite,a-k-n-i,Akni,,qaikn,0
I cannot understand,a-k-n-/-s2-tn,Aknstn,,qaknst,0
Acknowledge,a-k,Ako,o,qako,955
Accordion,a-k-o-tn,Akodn,,qadkno,0
Acolyte,a-k-o-l-i,Akoli,,qaiklo,0
Acorn,a-k-o-n,Akon,,qakno,0
Accomplish,a-k-p,Akp,,qakp,3
Accomplice,a-k-pl-e-s,Akples,,qaeklps,0
Acre,a-k-r,Akr,,qakr,195
Accurate,a-k-r-a,Akra,,qakr,151
Accordingly,a-k-r-/-e,Akre,,qaekr,2
Acrimonious,a-k-r-e-mn-u-s,Akremnus,,qaekmnrsu,0
Accredit,a-k-r-e,Akreo,o,qaekor,1
Actress,a-k-r-e-s,Akres,,qaekrs,1
Acknowledge receipt,a-k-r-e-s-e,Akrese,,qaekrs,0
Accredits,a-k-r-e-s,Akreso,o,qaekors,1
Accretion,a-k-r-e-sh,Akrez,,qaekrz,1
Actor,a-k-r,Akri,i,qaikr,195
According to my,a-k-r-m-a,Akrma,,qakmr,0
Akron,a-k-r-n,Akrn,,qaknr,0
Accordance,a-k-r-n-s,Akrns,,qaknrs,0
Accord,a-k-r,Akro,o,qakor,195
Acrobatic,a-k-r-o-b-/-a,Akroba,,qabkor,0
Acrobat,a-k-r-o-b-t,Akrobt,,qabkort,0
Acropolis,a-k-r-p,Akrp,,qakpr,0
Across,a-k-r-s,Akrs,,qakrs,195
Acrostic,a-k-r-/-s2-t,Akrst,,qakrst,0
Accrued,a-k-r-u-d,Akrud,,qadkru,0
Acceptable,a-k-s-b,Aksb,,qabks,31
Axiom,a-k-s2-e-m,Aksem,,qaekms,0
Acceptance,a-k-s2,Aksi,i,qaiks,200
Accidental,a-k-s-l,Aksl,,qakls,31
Accept,a-k-s2,Akso,o,qakos,200
Access,a-k-ss,Akss,,qaks,2103
Accessible,a-k-ss,Aksso,o,qakos,2103
Acoustic,a-k-/-s2-t,Akst,,qakst,0
Accident,a-k-s,Aksu,u,qaksu,31
Account,a-k-t,Akt,,qakt,1240
Architect,a-k-t-e-k,Aktek,,qaekt,4
Actual,a-k-t-l,Aktl,,qaklt,1240
Actually,a-k-t-l-e,Aktle,,qaeklt,1239
Accountant,a-k-tn,Aktn,,qaknt,0
Actuary,a-k-t-r-e,Aktre,,qaekrt,0
Actuate,a-k-t-e-u-t,Aktut,,qaktu,0
Accused,a-k-e-u-/-t,Akud,,qadku,1
Accumulate,a-k-/-u,Akuo,o,qakou,1
Ache,a-k,Akuqk,u,qaku,955
Accustomed,a-k-u-s-/-t,Akusd,,qadksu,0
Active,a-k-v,Akv,,qakv,955
Activity,a-k-v-t-e,Akvte,,qaektv,43
Action,a-k-sh,Akz,,qakz,955
Allow,a-l,Al,,qal,361
Alike,a-l-a,Ala,,qal,30
Alabaster,a-l-a-b-a-s,Alabas,,qabls,0
Alarm,a-l-a-m,Alam,,qalm,0
Ailanthus,a-l-a-n-th-u-s,Alanhus,,qahlnsu,0
Alabama,a-l-a,Alao,o,qalo,30
Alaska,a-l-a-s2-k,Alask,,qakls,0
Alive,a-l-a-v,Alav,,qalv,30
Allowable,a-l-b,Alb,,qabl,361
I will be,a-l-b,Albi,i,qabil,0
Alibi,a-l-b-i,Albio,o,qabilo,0
Alberta,a-l-b,Albo,o,qablo,0
Alimony,a-l-e-mn-e,Alemne,,qaelmn,0
Alien,a-l-e-n,Alen,,qaeln,1
Aliquot,a-l-e-k-w-o-t,Aleqot,,qaeloqt,0
Alliterate,a-l-e-t,Alet,,qaelt,0
Alliteration,a-l-e-t-sh,Aletz,,qaeltz,0
Along,a-l-ng,Alg,,qagl,243
Alight,a-l-i,Alio,o,qailo,0
Algebra,a-l-j,Alj,,qajl,0
Algeria,a-l-j,Aljo,o,qajlo,0
Alkaloid,a-l-k-a-l-o-e,Alkaly,,qakly,0
Alcohol,a-l-k-o-l,Alkol,,qaklo,0
Alumni,a-l-m-n-i,Almni,,qailmn,0
Alum,a-l-m,Almo,o,qalmo,0
Allowance,a-l-n-s,Alns,,qalns,1
Ale,a-l,Alo,o,qalo,361
Antilogy,a-/-l-o-j,Aloj,,qajlo,0
Allocate,a-l-o-k,Alok,,qaklo,2
Alone,a-l-o-n,Alon,,qalno,78
Allopathy,a-l-o-p-th-e,Alophe,,qaehlop,0
Allure,a-l-r,Alr,,qalr,2
Altitude,a-l-t-e-t,Altet,,qaelt,0
Aluminum,a-l-u-mn,Alumm,,qalmu,0
Allusion,a-l-sh,Alz,,qalz,361
Amalgam,a-m-a-l,Amal,,qalm,0
Amalgamate,a-m-a-l,Amalo,o,qalmo,0
Armament,a2-m-a-m,Amam,,qam,0
Amazement,a-m-a-s2-m,Amasm,,qams,1
Amatory,a-m-a-t-r-e,Amatre,,qaemrt,0
Amiable,a-m-b,Amb,,qabm,32
Ambassador,a-m-b-a-s,Ambas,,qabms,0
Ambient,a-m-b-e-nt,Ambent,,qabemnt,0
Ambitious,a-m-b-e-sh,Ambez,,qabemz,0
Ambiguous,a-m-b-g,Ambg,,qabgm,0
Amble,a-m-bl,Ambl,,qablm,0
Ambition,a-m-b,Ambo,o,qabmo,1
Armchair,a2-m-ch-a2,Amca,,qacm,0
Amidships,a-m-e-d-/-sh-s,Amedzs,,qademsz,0
Ameliorate,a-m-e-l-r-a,Amelra,,qaelmr,0
Admirable,a-m-e-r-b,Amerb,,qabemr,0
Admiral,a-m-e-r-l,Amerl,,qaelmr,0
Admiration,a-m-e-r-a-sh,Amerz,,qaemrz,0
Admit,a-m-e-t,Amet,,qaemt,31
Admitted,a-m-e-td,Ametd,,qademt,5
Admixture,a-m-e-x-t-r,Amextr,,qaemrtx,0
Amphibian,a-m-f-e-b-n,Amfebn,,qabefmn,0
Amethyst,a-m-th-e-s,Amhes,,qaehms,0
Aim,a-m,Ami,i,qaim,32
Amount of money,a-mn-e,Amme,,qaem,0
Amenable,a-mn-b,Amnb,,qabmn,52
Antimony,a-/-mn-e,Amne,,qaemn,0
Armenian,a2-mn-ea2-n,Amnen,,qaemn,0
Administer,a-mn-e-s,Amnes,,qaemns,5
Administrative,a-mn-e-s-/-v,Amnesv,,qaemnsv,0
Administration,a-mn-e-s-sh,Amnesz,,qaemnsz,5
Amend,a-mn,Amno,o,qamno,52
Administrator,a-mn-r,Amnr,,qamnr,8
Amount,a-mn-t,Amnt,,qamnt,4
Amenity,a-m-/-nt,Amnto,o,qamnot,0
Amanuensis,a-mn-u-n-ss,Amnunss,,qamnsu,0
I am of the opinion,a-m-o-p-n,Amopn,,qamnop,0
Amortize,a-m-o-t-i-s,Amotis,,qaimost,0
American people,a-m-p-e-p,Ampep,,qaemp,0
Amplifier,a-m-p-fr,Ampfr,,qafmpr,0
Ample,a-m-p,Ampo,o,qamop,6
Amplitude,a-m-p-t-u,Amptu,,qamptu,0
Amputate,a-m-p-u-t,Amput,,qamptu,0
Amputation,a-m-p-u-sh,Ampuz,,qampuz,0
Alms,a-m-s,Ams,,qams,32
Amounts of money,a-m-s2-mn-e,Amsmme,,qaems,0
I am sorry,a-m-s2-o,Amso,,qamos,0
I must say,a-m-s-s-a,Amssa,,qams,0
Amsterdam,a-m-s2-t-e-tm,Amstedm,,qademst,0
Amounted,a-m-td,Amtd,,qadmt,0
Amuse,a-m-u-s,Amus,,qamsu,1
Admission,a-m-sh,Amz,,qamz,32
I am sure,a-m-sh,Amzi,i,qaimz,2
Amish,a-m-sh,Amzo,o,qamoz,2
Antenna,a-/-n-a,Ana,,qan,0
Analogous,a-n-a-l-g,Analg,,qagln,0
Analysis,a-n-a-l-ss,Analss,,qalns,59
Aniline,a-n-e-l-e-n,Anelen,,qaeln,0
Animal,a-n-e-m,Anem,,qaemn,11
Animadversion,a-n-e-m-a-v-e-r-sh,Anemaverz,,qaemnrvz,0
Anniversary,a-n-e-v,Anev,,qaenv,2
Ennui,a-ng-n-w-e,Angnwe,,qaegnw,0
Anthropology,a-n-th-p-/-o2,Anhpo,,qahnop,0
Anthropoid,a-n-th-p-o-e,Anhpy,,qahnpy,0
Anthracite,a-n-th-s-i,Anhsi,,qahins,0
Encore,a-n-k-o-r,Ankor,,qaknor,0
Annual,a-n-l,Anl,,qaln,1
Annalist,a-n-l-e-s,Anles,,qaelns,0
Annals,a-n-l-s,Anls,,qalns,0
Annuals,a-n-l-s,Anlso,o,qalnos,0
Admonish,a-nm-sh,Anmz,,qamnz,0
Admonition,a-nm-sh,Anmzo,o,qamnoz,0
Announce,a-n-n-s,Anns,,qans,17
Announcement,a-n-n-s2-m,Annsm,,qamns,10
Wherein,a2-n,Ano,o,qano,0
Anomalous,a-n-o-m,Anom,,qamno,0
Anonymous,a-n-o-n,Anon,,qano,0
Anonymity,a-n-o-n-/-mt,Anonmt,,qamnot,0
Answer,a-n-s,Ans,,qans,1331
Announce ,a-n-s,Anso,o,qanos,1331
Antwerp,a-nt-e-r-p,Anterp,,qaenprt,0
Antler,a-nt-l-r,Antlr,,qalnrt,0
Ain't,a-nt,Anto,o,qanot,10
Aunt,a-nt,Antu,u,qantu,10
Annum,a-n-u-m,Anum,,qamnu,0
Annuity,a-n-u-t-u,Anutu,,qantu,0
Annoyance,a-n-o-e-n-s,Anyns,,qansy,9
Ancient,a-n-sh-t,Anzt,,qantz,0
Assistant auditor,a-/-o,Ao,,qao,22
Anterior,a-/-o-r,Aor,,qaor,1
Aorta,a-o-t-a,Aota,,qaot,0
Appeal,a-p-e-l,Apel,,qaelp,5
Appellate,a-p-e-l-a,Apela,,qaelp,0
Apiary,a-p-ea-r-e,Apere,,qaepr,0
Aperture,a-p-e2-t-r,Apetr,,qaeprt,0
Apotheosis,a-p-th-e-ss,Aphess,,qaehps,0
Apocalypse,a-p-k-l-e-p-s,Apkleps,,qaeklps,2
Apocope,a-p-k-o-p-e,Apkope,,qaekop,0
Apocrypha,a-p-k-r-f-a,Apkrfa,,qafkpr,0
Apple,a-pl,Apl,,qalp,2181
Applicant,a-pl-e-k-nt,Apleknt,,qaeklnpt,0
Apply,a-pl-i,Apli,,qailp,210
Applied,a-pl-i-d,Aplid,,qadilp,210
Apples,a-pl-s,Apls,,qalps,2181
Application,a-pl-sh,Aplz,,qalpz,2181
Append,a-jnt,Apnd,,qadnp,13
Appendicitis,a-jnt-s-i,Apndsi,,qadinps,0
Appanage,a-p-n-j,Apnj,,qajnp,0
Apology,a-p-/-o2,Apo,,qaop,1
Apologize,a-p-/-o2-i-s,Apois,,qaiops,0
Apologetic,a-p-/-o-k,Apok,,qakop,0
Appositive,a-p-o-s,Aposqk,,qaops,0
Apostolic,a-p-o-s2-t-l-k,Apostlk,,qaklopst,0
A posteriori,a-p-o-s2-t-r-r-i,Apostrri,,qaioprst,0
Appropriate,a-pr-a,Apra,,qapr,240
Appropriation bill,a-pr-a-bl,Aprabl,,qablpr,0
Approach,a-pr-ch,Aprc,,qacpr,41
Assistant purchasing agent,a-/-pr-ch-/-a,Aprca,,qacpr,0
Appehend,a-pr-e-nt,Aprend,,qadenpr,0
Apprentice,a-pr-e-nt-e-s,Aprentes,,qaenprst,0
Appreciate,a-pr-e-sh,Aprez,,qaeprz,98
Appreciation,a-pr-e-sh,Aprezo,o,qaeoprz,2
Appreciative,a-pr-e-sh-/-v,Aprezv,,qaeprvz,0
Apparel,a-pr-l,Aprl,,qalpr,0
Apron,a-pr-n,Aprn,,qanpr,0
Appearance,a-pr-n-s,Aprns,,qanprs,7
Apparent,a-pr-nt,Aprnt,,qanprt,2
Appear,a-pr,Apro,o,qaopr,128
A priori,a-pr-r-i,Aprri,,qaipr,0
Apperceive,a-pr-s-e,Aprse,,qaeprs,0
Approve,a-pr-v,Aprv,,qaprv,120
Approval,a-pr-v-l,Aprvl,,qalprv,120
Approximate,a-pr-x,Aprx,,qaprx,0
Aptitude,a-p-t-e-t,Aptet,,qaept,0
Appetite,a-p-t-i,Apti,,qaipt,13
Apartment,a-p-t-m,Aptm,,qampt,0
Apart,a-p-t,Apto,o,qaopt,26
Anxious,a-nk,Aq,,qaq,16
Acquaint,a-k-a,Aqa,,qaq,1
Acquainted,a-k-a-/-t,Aqad,,qadq,1
Aquatic,a-k-/-a,Aqai,i,qaiq,0
Acquaintance,a-k-a,Aqao,o,qaoq,1
Aquarium,a-k-w-a-r-m,Aqarm,,qamqr,0
Anxiously,a-nk-e,Aqe,,qaeq,16
Acquiesce,a-k-w-e-s,Aqes,,qaeqs,0
Acquisitive,a-k-e-s2-df,Aqestv,,qaeqstv,0
Acquisition,a-k-e-s-sh,Aqesz,,qaeqsz,0
Acquire,a-k-i,Aqi,,qaiq,3
Ankle,a-nk-l,Aql,,qalq,0
Antique,a-/-k,Aqo,o,qaoq,0
Aqueous,a-k-w-e-u-s,Aqus,,qaqsu,0
Where,a-r,Ar,,qar,1374
Arrange,a-r-a,Ara,,qar,1
Whereabouts,a-r-a-b-s,Arabso,o,qabors,0
Arranged,a-r-a-/-t,Arad,,qadr,0
Arraignment,a-r-a-mn,Aramn,,qamnr,0
Arrangement,a-r-a,Arao,o,qaor,1
Arrangements,a-r-a-s,Aras,,qars,1
Aerate,a-r-a-t,Arat,,qart,0
Whereby,a-r-b,Arb,,qabr,10
Arbitrary,a-r-b,Arbo,o,qabor,10
Arbitrate,a-r-b-t-r-a,Arbtra,,qabrt,0
Arbitrament,a-r-b-t-r-a-m,Arbtram,,qabmrt,0
Arbitrage,a-r-b-t-r-j,Arbtrj,,qabjrt,0
Arbutus,a-r-b-t-u-s,Arbtus,,qabrstu,0
Yard,a-rd,Ard,,qadr,0
Arithmetic,a-r-e-th,Areh,,qaehr,0
Arrest,a-r-e-s,Aresi,i,qaeirs,1
Arizona,a-r-e-s,Areso,o,qaeors,1
Aristocrat,a-r-e-s2-t-o-k,Arestok,,qaekorst,0
Heiress,a-r-e-s,Aresu,u,qaersu,0
Wherever,a-r-e-v,Arev,,qaerv,47
Arthritis,a-r-th-r-i,Arhri,,qahir,0
Aware,a-r,Ari,i,qair,1374
Arrived,a-r-i-/-t,Arido,o,qadior,7
Archaic,a-r-k-a-k,Arkak,,qakr,0
Arkansas,a-r-k,Arkoqk,o,qakor,0
Arctic,a-r-k-t-e-k,Arktek,,qaekrt,0
Antarctic,a-/-r-k-t-e-k,Arkteko,o,qaekort,0
Aerial,a-r-l,Arl,,qalr,1374
Around,a-r-nt,Arnd,,qadnr,607
Heir,a-r,Aro,o,qaor,1374
Arrogant,a-r-o-g,Arog,,qagor,0
Arrogance,a-r-o-g,Arogo,o,qagor,0
Whereas,a-r-s,Ars,,qars,1374
Acetic,a-s-/-a,Asa,,qas,0
Ascetic,a-s-/-a,Asao,o,qaos,0
Has been,a-s-b,Asb,,qabs,0
Has been done,a-s-b-tn,Asbdn,,qabdns,0
Asbestos,a-s-b-e-s,Asbes,,qabes,0
Has done,a-s2-tn,Asdn,,qadns,0
Acerbity,a-s-e-b-t-e,Asebte,,qabest,0
Antecedent,a-/-s2-e-tn,Asedn,,qadens,0
Assemble,a-s2-e-m,Asem,,qaems,1
Assemblage,a-s2-e-m-j,Asemj,,qaejms,0
Assembly,a-s2-e-m,Asemo,o,qaemos,1
Ascend,a-s2-e-n,Asen,,qaens,1
Ascendant,a-s2-e-n-tn,Asendn,,qadens,0
Assignee,a-s2-e-n-e,Asene,,qaens,0
Asininity,a-s2-e-n-/-nt,Asennt,,qaenst,0
Assignor,a-s2-e-n-r,Asenr,,qaenrs,0
Ascent,a-s2-e-nt,Asent,,qaenst,0
Anticipate,a-/-s-e-p,Asep,,qaeps,0
Antiseptic,a-/-s-e-p,Asepo,o,qaeops,0
Anticipation,a-/-s-e-p-sh,Asepz,,qaepsz,0
Acetate,a-s2-e-t-a,Aseta,,qaest,0
Ascertain,a-s2-e-tn,Asetn,,qaenst,0
As yet,a-s2-e-t,Asetqk,,qaest,12
Asceticism,a-s2-e-t-ss,Asetss,,qaest,0
Asseverate,a-s2-e-v-e-r-a,Asevera,,qaersv,0
Assertion,a-s2-e-sh,Asez,,qaesz,27
As follows,a-s2-f-o,Asfo,,qafos,0
As the,a-s2-th,Asho,o,qahos,0
Aside,a-s-i,Asi,,qais,5
Asylum,a-s-i-l-m,Asilm,,qailms,0
Assignment,a-s2-i-mn,Asimn,,qaimns,26
Assigned,a-s2-i-nt,Asind,,qadins,155
Ascribe,a-s2-k-r,Askr,,qakrs,0
Asleep,a-s-l-e-p,Aslep,,qaelps,0
Assume,a-s2-m,Asm,,qams,493
As a matter of fact,a-s2-m-a-tf,Asmatf,,qafmst,0
As a matter of course,a-s2-m-a-t-o-k,Asmatok,,qakmost,0
Assonance,a-s2-n-a-n-s,Asnans,,qans,0
Asuncion,a-s2-n-sh,Asnz,,qansz,0
Arizona ,a-s,Aso,o,qaos,13
Assortment,a-s2-o-t-m,Asotm,,qamost,0
Association,a-s2-o-sh,Asoz,,qaosz,8
Associate,a-s2-o-sh-t,Asozt,,qaostz,19
Asparagus,a-s-p-a-r-g,Asparg,,qagprs,0
Aspire,a-s-p-i,Aspi,,qaips,1
Aspect,a-s-p-k,Aspk,,qakps,0
Aspirate,a-s-pr-a,Aspra,,qaprs,0
Asperse,a-s-pr-s,Asprs,,qaprs,0
As a rule,a-s-r-l,Asrl,,qalrs,0
Assess,a2-ss,Ass,,qas,4
Assassin,a2-ss2-n,Assn,,qans,0
I understand,a-/-s2-tn,Astn,,qanst,0
Astound,a-s2-t-nt,Astnd,,qadnst,0
Astonish,a-s2-tn-sh,Astnz,,qanstz,0
Astray,a-s2-t-r-a,Astrao,o,qaorst,0
Astronomy,a-s2-t-r-o-n,Astron,,qanorst,0
As to,a-s2-t-u,Astu,,qastu,0
I understood,a-/-s2-t-u,Astuo,o,qaostu,0
Has,a-s,Asu,u,qasu,1
As you,a-s2-u,Asuo,o,qaosu,0
Attack,a-t-a-k,Atak,,qakt,89
Attach,a-t-ch,Atc,,qact,98
Artichoke,a2-t-ch-k,Atck,,qackt,0
Attachment,a-t-ch-m,Atcm,,qacmt,23
Assistant ticket agent,a-t-e-k-a,Ateka,,qaekt,0
Artillery,a2-t-e-l,Atel,,qaelt,0
Arteriosclerosis,a2-t-e-r-s2-k-l-e-r-ss,Atersklerss,,qaeklrst,0
Artist,a2-t-e-s,Ates,,qaest,0
Artificial,a2-t-f-e-sh,Atfez,,qaeftz,0
Art,a2-t,Ati,i,qait,1
Air-tight,a2-t-i-t,Atit,,qait,0
Article,a2-t-/-k,Atk,,qakt,59
Atlanta,a-t-l-a,Atla,,qalt,0
Atlantic,a-t-l-a-nt,Atlant,,qalnt,0
Atom,a-tm,Atmi,i,qaimt,2
Item,a-tm,Atmo,o,qamot,2
Atmosphere,a-t-m-o-s,Atmos,,qamost,0
Attempt,a-tm-t,Atmt,,qamt,306
Attempted,a-tm-td,Atmtd,,qadmt,68
Attain,a-tn,Atn,,qant,9
I do not believe,a-tn-b-e,Atnbeqk,,qabent,0
Attendance,a-tn-tn-s,Atndns,,qadnst,2
Attained,a-tn-d,Atndo,o,qadnot,9
Attorney,a-tn-e,Atne,,qaent,0
Attorney-at-law,a-tn-e-l-o,Atnelo,,qaelnot,0
Attorneys,a-tn-e-s,Atnes,,qaenst,0
I do not,a-tn,Atno,o,qanot,9
I do not know,a-tn-o,Atnoo,o,qanot,0
Itinerate,a-tn-r-a,Atnra,,qanrt,0
Itinerant,a-tn-r-a-nt,Atnrant,,qanrt,0
Itinerary,a-tn-r-r-e,Atnrre,,qaenrt,0
I do not see,a-tn-s-e,Atnse,,qaenst,0
I do not understand,a-tn-/-s2-tn,Atnstn,,qanst,0
Attentive,a-tn-df,Atntv,,qantv,208
Attenuate,a-tn-e-u-t,Atnut,,qantu,0
Ate,a-t,Ato,o,qaot,2
I told him,a-t-o-m,Atomo,o,qamot,0
Attribute,a-t-r-e-b,Atreb,,qabert,6
Attract,a-t-r-k,Atrk,,qakrt,3
Attractive,a-t-r-k-v,Atrkv,,qakrtv,3
Attraction,a-t-r-k-sh,Atrkz,,qakrtz,3
Atrocious,a-t-r-o-sh,Atroz,,qaortz,0
Artistic,a2-t-/-s2-t,Atst,,qast,0
Atavism,a-df-s22-m,Atvsm,,qamstv,0
